sleep_hours,steps,calories,water_intake_ml,stress_level,heart_rate_bpm,health_score,sleep_score,step_score,calorie_score,water_score,stress_score,hr_score,active_sleep_score,recovery_score,hydration_ratio,cardio_index,lifestyle_score,cal_per_1k_steps,sleep_per_stress,water_per_cal,sleep_hours_sq,stress_level_sq,steps_log,sleep_category,activity_category,stress_category
6.61,7099,2137,3036,8,65.8,68.26,79.15,70.99,93.15,100.0,22.22222222222222,93.16000000000001,56.188585,17.58888888888889,1420.683200748713,66.13428400000001,76.44537037037037,301.0283138470207,0.82625,1.4206832007487131,43.6921,64,8.867850063029406,2.0,2.0,2.0
3.84,10876,1847,2210,10,65.2,57.97,37.599999999999994,100.0,92.35,73.66666666666667,0.0,94.24,37.599999999999994,0.0,1196.534921494315,94.24,66.30944444444445,169.82346450901068,0.384,1.196534921494315,14.7456,100,9.294405747093851,0.0,4.0,2.0
8.15,11696,1468,2797,8,66.3,75.25,97.75,100.0,73.4,93.23333333333333,22.22222222222222,92.26,97.75,21.72222222222222,1905.3133514986375,92.26,79.81092592592593,125.51299589603283,1.01875,1.9053133514986376,66.4225,64,9.367087677650707,3.0,4.0,2.0
8.83,7809,2058,2292,4,56.8,79.86,87.55,78.09,97.1,76.4,66.66666666666666,90.64,68.367795,58.36666666666666,1113.7026239067056,70.780776,82.7411111111111,263.542066845947,2.2075,1.1137026239067056,77.9689,16,8.963160242833732,3.0,3.0,1.0
7.97,7368,1918,3152,3,68.9,83.98,99.55,73.68,95.9,100.0,77.77777777777779,87.57999999999998,73.34844,77.42777777777778,1643.3785192909281,64.528944,89.08129629629629,260.31487513572205,2.6566666666666667,1.643378519290928,63.5209,9,8.905037290767,3.0,2.0,0.0
5.68,7013,1244,1563,6,67.7,62.57,65.19999999999999,70.13000000000001,62.2,52.1,44.44444444444444,89.74,45.724759999999996,28.977777777777774,1256.4308681672026,62.93466200000001,63.969074074074065,177.38485669470984,0.9466666666666667,1.2564308681672025,32.2624,36,8.855663430700124,1.0,2.0,1.0
8.01,7233,2203,2195,5,62.9,79.5,99.85000000000001,72.33000000000001,89.85,73.16666666666667,55.55555555555556,98.38,72.22150500000002,55.47222222222223,996.3685882886973,71.158254,81.52203703703704,304.57624775335273,1.6019999999999999,0.9963685882886972,64.1601,25,8.886547412512042,3.0,2.0,1.0
8.29,10563,2386,2604,4,73.9,82.28,95.65,100.0,80.7,86.8,66.66666666666666,78.57999999999998,95.65,63.76666666666666,1091.3663034367141,78.57999999999998,84.73277777777778,225.88279844741075,2.0725,1.0913663034367143,68.72409999999999,16,9.265207273417023,3.0,4.0,1.0
9.34,8693,3011,2086,9,74.9,66.8,79.9,86.92999999999999,49.45,69.53333333333333,11.11111111111111,76.77999999999999,69.45707,8.877777777777778,692.7930919960146,66.74485399999999,62.284074074074056,346.3706430461291,1.0377777777777777,0.6927930919960146,87.23559999999999,81,9.070388411548738,2.0,3.0,2.0
5.69,8706,1844,2891,10,65.3,67.74,65.35000000000001,87.06,92.2,96.36666666666667,0.0,94.06,56.89371000000001,0.0,1567.7874186550976,81.888636,72.50611111111111,211.80794854123593,0.5690000000000001,1.5677874186550975,32.3761,100,9.071882578828616,1.0,3.0,2.0
6.66,4624,1785,1941,4,70.3,65.25,79.9,46.239999999999995,89.25,64.7,66.66666666666666,85.06,36.94576,53.26666666666666,1087.3949579831933,39.331744,71.96944444444445,386.0294117647059,1.665,1.0873949579831932,44.3556,16,8.439231649946526,2.0,1.0,1.0
8.12,5098,1556,3442,7,97.9,66.95,98.20000000000002,50.980000000000004,77.8,100.0,33.33333333333333,35.37999999999998,50.06236000000002,32.733333333333334,2212.0822622107967,18.036723999999992,65.94888888888889,305.21773244409576,1.16,2.2120822622107967,65.93439999999998,49,8.536799721055155,3.0,2.0,2.0
7.09,14430,2083,3473,10,97.4,70.7,86.35,100.0,95.85,100.0,0.0,36.27999999999999,86.35,0.0,1667.306769083053,36.27999999999999,69.74666666666666,144.35204435204435,0.709,1.6673067690830532,50.2681,100,9.577133949436078,3.0,4.0,2.0
5.32,7467,2081,2369,1,59.4,78.02,59.800000000000004,74.67,95.95,78.96666666666667,100.0,95.32,44.652660000000004,59.8,1138.395002402691,71.175444,84.11777777777777,278.692915494844,5.32,1.138395002402691,28.302400000000002,1,8.918382504661613,1.0,2.0,0.0
7.62,5676,1675,2532,4,61.0,75.69,94.3,56.76,83.75,84.39999999999999,66.66666666666666,98.2,53.52468,62.86666666666665,1511.641791044776,55.73832,80.67944444444444,295.1021846370684,1.905,1.5116417910447761,58.0644,16,8.644178203170727,3.0,2.0,1.0
7.87,12293,1930,2915,8,59.3,78.08,98.05,100.0,96.5,97.16666666666667,22.22222222222222,95.14,98.05,21.788888888888888,1510.3626943005181,95.14,84.84648148148149,156.9999186528919,0.98375,1.5103626943005182,61.9369,64,9.416866617466955,3.0,4.0,2.0
7.13,8845,1209,1488,5,84.7,64.74,86.95,88.44999999999999,60.45,49.6,55.55555555555556,59.13999999999999,76.90727499999998,48.30555555555556,1230.7692307692307,52.30932999999999,66.69092592592592,136.68739400791407,1.426,1.2307692307692308,50.8369,25,9.087720658428273,3.0,3.0,1.0
7.33,9734,2371,1413,8,67.2,64.89,89.95,97.34,81.45,47.099999999999994,22.22222222222222,90.64,87.55733000000001,19.98888888888889,595.9510754955714,88.228976,71.45037037037038,243.57920690363673,0.91625,0.5959510754955715,53.7289,64,9.1834829178063,3.0,3.0,2.0
6.61,7586,1692,2954,5,74.9,69.71,79.15,75.86,84.6,98.46666666666667,55.55555555555556,76.77999999999999,60.04319,43.97222222222223,1745.8628841607565,58.24530799999999,78.40203703703703,223.04244661218033,1.322,1.7458628841607564,43.6921,25,8.934191535338075,2.0,3.0,1.0
9.22,7044,1986,2364,1,96.0,85.82,81.69999999999999,70.44,99.3,78.8,100.0,38.8,57.549479999999996,81.69999999999999,1190.3323262839879,27.330719999999996,78.17333333333333,281.9420783645656,9.22,1.190332326283988,85.00840000000001,1,8.86007342433278,2.0,2.0,0.0
5.65,7491,1429,2064,5,71.9,67.15,64.75,74.91,71.45,68.8,55.55555555555556,82.17999999999999,48.504225,35.97222222222222,1444.366689993002,61.56103799999999,69.6075925925926,190.7622480309705,1.1300000000000001,1.444366689993002,31.922500000000003,25,8.921591063563978,1.0,2.0,1.0
6.12,3852,1767,2207,5,80.5,56.96,71.8,38.519999999999996,88.35,73.56666666666666,55.55555555555556,66.69999999999999,27.657359999999994,39.888888888888886,1249.0096208262592,25.692839999999993,65.7487037037037,458.72274143302184,1.224,1.249009620826259,37.4544,25,8.256607344626158,2.0,1.0,1.0
7.02,7736,1888,768,9,78.2,59.03,85.3,77.36,94.4,25.6,11.11111111111111,70.83999999999999,65.98808,9.477777777777778,406.77966101694915,54.80182399999999,60.76851851851851,244.05377456049638,0.7799999999999999,0.4067796610169492,49.28039999999999,81,8.953769294549454,3.0,3.0,2.0
8.32,8888,1995,2086,2,64.9,91.02,95.19999999999999,88.88000000000001,99.75,69.53333333333333,88.88888888888889,94.77999999999999,84.61376,84.6222222222222,1045.6140350877192,84.24046399999999,89.50537037037037,224.45994599459945,4.16,1.0456140350877192,69.22240000000001,4,9.092569836241674,3.0,3.0,0.0
4.75,13551,2192,1748,2,84.7,66.27,51.25,100.0,90.4,58.266666666666666,88.88888888888889,59.13999999999999,51.25,45.55555555555556,797.4452554744524,59.13999999999999,74.6575925925926,161.75927975795145,2.375,0.7974452554744526,22.5625,4,9.514289416891836,0.0,4.0,0.0
5.03,8258,2576,2751,2,61.8,73.12,55.45,82.58,71.2,91.7,88.88888888888889,99.64,45.790609999999994,49.288888888888884,1067.9347826086955,82.28271199999999,81.57648148148148,311.9399370307581,2.515,1.0679347826086956,25.300900000000002,4,9.019058793810718,1.0,3.0,0.0
3.94,997,2293,2797,6,88.1,51.72,39.099999999999994,9.969999999999999,85.35,93.23333333333333,44.44444444444444,53.02000000000001,3.898269999999999,17.377777777777773,1219.7993894461404,5.286094,54.18629629629629,2000.0,0.6566666666666666,1.2197993894461405,15.5236,36,6.905753276311464,0.0,0.0,1.0
7.05,7718,2385,2546,10,65.0,66.77,85.75,77.18,80.75,84.86666666666667,0.0,94.6,66.18185,0.0,1067.505241090147,73.01228,70.52444444444444,309.01788027986527,0.705,1.0675052410901467,49.7025,100,8.951440100949855,3.0,3.0,2.0
5.32,16219,2578,2437,7,66.3,61.56,59.800000000000004,100.0,71.1,81.23333333333333,33.33333333333333,92.26,59.8,19.933333333333334,945.3064391000777,92.26,72.95444444444443,158.94938035637213,0.76,0.9453064391000776,28.302400000000002,49,9.694000327669404,1.0,4.0,2.0
6.42,10599,2228,1302,9,58.9,65.42,76.3,100.0,88.6,43.4,11.11111111111111,94.42,76.3,8.477777777777778,584.3806104129263,94.42,68.97185185185184,210.2085102368148,0.7133333333333334,0.5843806104129264,41.2164,81,9.268609280100158,2.0,4.0,2.0
7.99,5567,1985,2554,9,60.9,66.24,99.85000000000001,55.669999999999995,99.25,85.13333333333334,11.11111111111111,98.02,55.58649499999999,11.094444444444445,1286.6498740554155,54.567733999999994,74.83907407407408,356.5654751212502,0.8877777777777778,1.2866498740554155,63.84010000000001,81,8.624791202014256,3.0,2.0,2.0
6.04,9773,2404,2578,7,66.9,73.34,70.6,97.72999999999999,79.8,85.93333333333332,33.33333333333333,91.17999999999999,68.99737999999998,23.53333333333333,1072.379367720466,89.11021399999998,76.42944444444444,245.98383300931138,0.8628571428571429,1.0723793677204658,36.4816,49,9.1874810778301,2.0,3.0,2.0
7.35,5774,2429,2947,7,45.0,64.93,90.25,57.74,78.55,98.23333333333333,33.33333333333333,69.4,52.11035,30.08333333333333,1213.256484149856,40.071560000000005,71.25111111111111,420.6789054381711,1.05,1.2132564841498559,54.022499999999994,49,8.661293535389994,3.0,2.0,2.0
6.55,3939,2259,3471,3,69.2,72.16,78.25,39.39,87.05,100.0,77.77777777777779,87.03999999999999,30.822675,60.861111111111114,1536.5205843293493,34.285056,78.25129629629629,573.4958111195734,2.183333333333333,1.5365205843293492,42.902499999999996,9,8.27893600229198,2.0,1.0,0.0
8.01,6955,1418,1184,10,65.9,57.08,99.85000000000001,69.55,70.9,39.46666666666667,0.0,92.97999999999999,69.445675,0.0,834.9788434414669,64.66758999999999,62.12444444444444,203.882099209202,0.8009999999999999,0.8349788434414669,64.1601,100,8.847359875474174,3.0,2.0,2.0
7.71,8275,1663,1967,8,81.5,67.68,95.65,82.75,83.15,65.56666666666666,22.22222222222222,64.9,79.150375,21.255555555555556,1182.8021647624773,53.704750000000004,69.03981481481482,200.9667673716012,0.96375,1.1828021647624773,59.4441,64,9.021115038865434,3.0,3.0,2.0
5.96,2384,1890,1755,9,77.1,47.06,69.4,23.84,94.5,58.5,11.11111111111111,72.82000000000001,16.54496,7.711111111111112,928.5714285714287,17.360288000000004,55.02851851851852,792.7852348993289,0.6622222222222223,0.9285714285714286,35.5216,81,7.776954403322442,1.0,0.0,2.0
6.75,4553,2312,2304,10,63.5,56.13,81.25,45.53,84.4,76.8,0.0,97.3,36.993125,0.0,996.5397923875433,44.30069,64.21333333333334,507.79705688557,0.675,0.9965397923875432,45.5625,100,8.423761246623686,2.0,1.0,2.0
8.57,8031,1991,2208,4,66.5,80.69,91.44999999999999,80.31,99.55,73.6,66.66666666666666,91.9,73.443495,60.966666666666654,1108.9904570567553,73.80489,83.91277777777776,247.91433196364088,2.1425,1.1089904570567555,73.4449,16,8.99118884193151,3.0,3.0,1.0
7.59,6775,2455,2060,2,69.2,79.11,93.85,67.75,77.25,68.66666666666667,88.88888888888889,87.03999999999999,63.583375,83.4222222222222,839.1038696537678,58.96959999999999,80.57425925925925,362.36162361623616,3.795,0.8391038696537678,57.6081,4,8.821142236331891,3.0,2.0,0.0
4.9,9184,2526,2817,9,89.8,59.29,53.50000000000001,91.84,73.7,93.89999999999999,11.11111111111111,49.96,49.13440000000001,5.944444444444445,1115.2019002375298,45.883264,62.335185185185175,275.0435540069687,0.5444444444444445,1.1152019002375297,24.010000000000005,81,9.125326997649227,0.0,3.0,2.0
7.98,4356,2480,1539,5,62.1,60.8,99.7,43.56,76.0,51.300000000000004,55.55555555555556,99.82,43.429320000000004,55.38888888888889,620.5645161290323,43.481592,70.98925925925926,569.3296602387512,1.596,0.6205645161290323,63.680400000000006,25,8.379539026117442,3.0,1.0,1.0
5.37,10142,2482,1575,10,63.4,60.69,60.550000000000004,100.0,75.9,52.5,0.0,97.48,60.55,0.0,634.5688960515713,97.48,64.40500000000002,244.72490633011242,0.537,0.6345688960515713,28.8369,100,9.224539091375995,1.0,4.0,2.0
9.12,4449,1585,1585,7,58.5,65.2,83.20000000000002,44.49,79.25,52.83333333333333,33.33333333333333,93.7,37.01568000000001,27.733333333333334,1000.0,41.68713,64.46777777777778,356.25983367048775,1.3028571428571427,1.0,83.17439999999999,49,8.400659375160286,2.0,1.0,2.0
8.54,12928,2193,1984,3,54.2,86.64,91.9,100.0,90.35,66.13333333333333,77.77777777777779,85.96000000000001,91.9,71.47777777777779,904.6967624259006,85.96,85.35351851851851,169.63180693069305,2.8466666666666662,0.9046967624259006,72.93159999999999,9,9.467228129254554,3.0,4.0,0.0
7.43,2853,1757,1463,4,75.7,65.15,91.44999999999999,28.53,87.85,48.766666666666666,66.66666666666666,75.33999999999999,26.090684999999997,60.966666666666654,832.6693227091635,21.494501999999997,66.43388888888889,615.8429723098492,1.8575,0.8326693227091634,55.204899999999995,16,7.956476798036782,3.0,1.0,1.0
7.24,4722,1340,2171,7,74.4,61.45,88.60000000000001,47.22,67.0,72.36666666666667,33.33333333333333,77.67999999999999,41.83692,29.53333333333333,1620.1492537313432,36.68049599999999,64.36666666666666,283.77806014400676,1.0342857142857143,1.6201492537313433,52.4176,49,8.460199469896118,3.0,1.0,2.0
6.69,9252,1885,2101,4,87.4,78.8,80.35000000000001,92.52,94.25,70.03333333333333,66.66666666666666,54.27999999999999,74.33982,53.56666666666666,1114.5888594164455,50.21985599999998,76.34999999999998,203.73973194984868,1.6725,1.1145888594164457,44.7561,16,9.13270310224903,2.0,3.0,1.0
8.02,12993,2530,1728,3,84.5,78.26,99.7,100.0,73.5,57.599999999999994,77.77777777777779,59.5,99.7,77.54444444444445,683.00395256917,59.5,78.01296296296296,194.72023397213883,2.6733333333333333,0.68300395256917,64.32039999999999,9,9.472242991440476,3.0,4.0,0.0
6.44,8945,2184,2724,3,100.8,79.5,76.60000000000001,89.45,90.8,90.8,77.77777777777779,30.159999999999997,68.51870000000001,59.57777777777779,1247.2527472527472,26.97812,75.9312962962963,244.1587479038569,2.146666666666667,1.2472527472527473,41.473600000000005,9,9.098961783992793,2.0,3.0,0.0
7.35,9689,2807,2164,7,71.1,70.56,90.25,96.89,59.65,72.13333333333334,33.33333333333333,83.62,87.443225,30.08333333333333,770.9298183113644,81.019418,72.64611111111111,289.7099803901331,1.05,0.7709298183113644,54.022499999999994,49,9.178849704884811,3.0,3.0,2.0
8.31,8053,2071,2838,1,68.9,93.17,95.35,80.53,96.45,94.6,100.0,87.57999999999998,76.785355,95.35,1370.3524867213905,70.52817399999999,92.41833333333334,257.17124053147893,8.31,1.3703524867213905,69.05610000000001,1,8.9939241414114,3.0,3.0,0.0
6.16,4921,2979,2083,1,56.4,67.41,72.4,49.21,51.05,69.43333333333334,100.0,89.92,35.628040000000006,72.4,699.2279288351796,44.249632,72.00222222222223,605.3647632595,6.16,0.6992279288351796,37.9456,1,8.501470230951002,2.0,1.0,0.0
6.08,6530,2071,2185,1,80.4,79.15,71.2,65.3,96.45,72.83333333333334,100.0,66.88,46.493599999999994,71.2,1055.045871559633,43.672639999999994,78.77722222222222,317.15160796324653,6.08,1.055045871559633,36.9664,1,8.784315349902657,2.0,2.0,0.0
5.21,4364,2009,1862,8,73.4,55.97,58.15,43.64,99.55,62.06666666666667,22.22222222222222,79.47999999999999,25.37666,12.922222222222222,926.829268292683,34.685072,60.85148148148147,460.3574702108158,0.65125,0.926829268292683,27.144099999999998,64,8.381373468273702,1.0,1.0,2.0
5.4,4164,1488,2196,1,79.8,63.73,61.00000000000001,41.64,74.4,73.2,100.0,67.96000000000001,25.400400000000005,61.00000000000001,1475.8064516129032,28.298544000000003,69.7,357.34870317002884,5.4,1.4758064516129032,29.160000000000004,1,8.334471554600944,1.0,1.0,0.0
4.26,9205,2444,2627,5,58.3,64.9,43.9,92.05,77.8,87.56666666666668,55.55555555555556,93.33999999999999,40.40995,24.388888888888886,1074.8772504091653,85.91946999999999,75.03537037037036,265.507876154264,0.852,1.0748772504091653,18.147599999999997,25,9.127610724377186,0.0,3.0,1.0
8.09,4630,1799,1953,2,76.2,75.37,98.65,46.300000000000004,89.95,65.10000000000001,88.88888888888889,74.44,45.67495000000001,87.68888888888888,1085.603112840467,34.465720000000005,77.22148148148149,388.5529157667387,4.045,1.0856031128404668,65.4481,4,8.440528106480752,3.0,1.0,0.0
9.71,8959,1741,2511,6,74.5,79.83,74.35,89.59,87.05,83.7,44.44444444444444,77.5,66.610165,33.04444444444444,1442.2745548535324,69.43225000000001,76.10574074074074,194.329724299587,1.6183333333333334,1.4422745548535325,94.28410000000002,36,9.100525505968976,2.0,3.0,1.0
9.14,4095,2512,1712,1,73.7,73.45,82.89999999999999,40.949999999999996,74.4,57.06666666666666,100.0,78.94,33.94754999999999,82.9,681.5286624203821,32.32592999999999,72.37611111111111,613.4310134310134,9.14,0.6815286624203821,83.53960000000001,1,8.317766166719343,2.0,1.0,0.0
4.56,8889,2463,2655,1,63.8,69.74,48.39999999999999,88.89,76.85,88.5,100.0,96.76,43.02275999999999,48.39999999999999,1077.9537149817295,86.009964,83.23333333333333,277.0840364495444,4.56,1.0779537149817295,20.793599999999998,1,9.09268232850795,0.0,3.0,0.0
8.09,6534,2453,1852,5,86.3,64.75,98.65,65.34,77.35,61.73333333333333,55.55555555555556,56.260000000000005,64.45791000000001,54.80555555555556,754.9938850387281,36.760284000000006,69.14814814814814,375.4208754208754,1.6179999999999999,0.7549938850387281,65.4481,25,8.784927626058323,3.0,2.0,1.0
9.13,12220,1855,2711,7,96.6,86.68,83.04999999999998,100.0,92.75,90.36666666666666,33.33333333333333,37.720000000000006,83.04999999999998,27.683333333333326,1461.455525606469,37.720000000000006,72.86999999999999,151.8003273322422,1.3042857142857145,1.461455525606469,83.35690000000001,49,9.410911062438,2.0,4.0,2.0
6.31,8971,1980,2237,2,58.7,79.21,74.64999999999999,89.71000000000001,99.0,74.56666666666666,88.88888888888889,94.06,66.968515,66.35555555555555,1129.79797979798,84.38122600000001,86.8125925925926,220.71118047040463,3.155,1.1297979797979798,39.81609999999999,4,9.101863895640099,2.0,3.0,0.0
7.15,11707,1976,3113,5,80.6,88.41,87.25,100.0,98.8,100.0,55.55555555555556,66.52000000000001,87.25,48.47222222222223,1575.4048582995952,66.52000000000001,84.6875925925926,168.7879046724182,1.4300000000000002,1.5754048582995952,51.1225,25,9.368027647811777,3.0,4.0,1.0
3.99,5733,2313,1508,9,45.0,45.49,39.85,57.330000000000005,84.35,50.26666666666667,11.11111111111111,69.4,22.846005000000005,4.427777777777778,651.9671422395157,39.787020000000005,52.0512962962963,403.4536891679749,0.44333333333333336,0.6519671422395158,15.920100000000001,81,8.654168646443315,0.0,2.0,2.0
7.4,8168,2621,1314,7,80.0,62.98,91.0,81.67999999999999,68.95,43.8,33.33333333333333,67.6,74.32879999999999,30.33333333333333,501.33536818008395,55.21567999999999,64.3938888888889,320.88638589618023,1.0571428571428572,0.501335368180084,54.760000000000005,49,9.00810178134187,3.0,3.0,2.0
5.4,5057,2147,1830,8,49.6,49.16,61.00000000000001,50.57000000000001,92.65,61.0,22.22222222222222,77.68,30.84770000000001,13.555555555555557,852.3521192361435,39.282776000000005,60.85370370370371,424.5600158196559,0.675,0.8523521192361434,29.160000000000004,64,8.52872642722991,1.0,2.0,2.0
7.3,6759,2790,1369,4,65.7,67.11,89.5,67.58999999999999,60.5,45.63333333333333,66.66666666666666,93.33999999999999,60.49305,59.66666666666666,490.68100358422936,63.08850599999998,70.53833333333333,412.7829560585885,1.825,0.4906810035842294,53.29,16,8.81877816903701,3.0,2.0,1.0
4.66,7214,2359,1370,10,56.2,54.03,49.900000000000006,72.14,82.05,45.666666666666664,0.0,89.56,35.99786,0.0,580.7545570156847,64.60858400000001,56.55277777777778,327.0030496257277,0.466,0.5807545570156846,21.715600000000002,100,8.88391747120797,0.0,2.0,2.0
7.81,5822,1906,2573,2,69.4,86.47,97.14999999999999,58.220000000000006,95.3,85.76666666666667,88.88888888888889,86.67999999999999,56.56073000000001,86.35555555555555,1349.9475341028333,50.465096,85.33425925925924,327.3789075918928,3.905,1.349947534102833,60.99609999999999,4,8.66957087183712,3.0,2.0,0.0
8.54,4353,2331,2197,7,82.1,66.77,91.9,43.53,83.45,73.23333333333333,33.33333333333333,63.82000000000001,40.00407,30.63333333333333,942.5139425139425,27.780846000000007,64.87777777777778,535.4927636113026,1.22,0.9425139425139425,72.93159999999999,49,8.378850241794492,3.0,1.0,2.0
5.83,3759,2682,1912,5,49.7,51.58,67.45,37.59,65.9,63.733333333333334,55.55555555555556,77.86,25.354455,37.47222222222223,712.9008202833706,29.267574000000003,61.34814814814815,713.487629688747,1.166,0.7129008202833707,33.9889,25,8.23217423638394,1.0,1.0,1.0
5.29,981,2799,1968,1,67.7,53.94,59.35,9.81,60.05,65.60000000000001,100.0,89.74,5.822235000000001,59.35,703.1082529474812,8.803493999999999,64.09166666666667,2000.0,5.29,0.7031082529474812,27.9841,1,6.889591308354466,1.0,0.0,0.0
3.77,4831,2475,1842,10,65.8,40.43,36.55,48.309999999999995,76.25,61.4,0.0,93.16000000000001,17.657304999999997,0.0,744.2424242424242,45.005596000000004,52.61166666666667,512.3162906230593,0.377,0.7442424242424243,14.2129,100,8.48301573961465,0.0,1.0,2.0
6.6,9882,2010,3190,8,91.0,76.83,79.0,98.82,99.5,100.0,22.22222222222222,47.8,78.06779999999999,17.555555555555554,1587.0646766169157,47.23596,74.55703703703703,203.40012143290832,0.825,1.5870646766169154,43.559999999999995,64,9.198571388376184,2.0,3.0,2.0
6.13,3205,1913,1759,3,77.2,68.09,71.95,32.05,95.65,58.63333333333334,77.77777777777779,72.63999999999999,23.059974999999998,55.96111111111112,919.4981704129639,23.28111999999999,68.11685185185185,596.8798751950078,2.0433333333333334,0.9194981704129639,37.5769,9,8.072779333169498,2.0,1.0,0.0
4.67,3896,2230,1407,1,57.9,61.75,50.05,38.96,88.5,46.9,100.0,92.62,19.49948,50.05,630.9417040358744,36.084752,69.505,572.3819301848049,4.67,0.6309417040358745,21.808899999999998,1,8.26796230533871,0.0,1.0,0.0
7.68,13373,2670,2678,7,66.3,75.41,95.19999999999999,100.0,66.5,89.26666666666667,33.33333333333333,92.26,95.19999999999999,31.733333333333327,1002.996254681648,92.26,79.42666666666666,199.6560233305915,1.0971428571428572,1.002996254681648,58.9824,49,9.501067802613925,3.0,4.0,2.0
6.33,6091,2174,2071,6,90.7,67.22,74.95,60.91,91.3,69.03333333333333,44.44444444444444,48.339999999999996,45.652045,33.31111111111111,952.621895124195,29.443893999999997,64.82962962962964,356.9200459694631,1.055,0.952621895124195,40.0689,36,8.714731714015052,2.0,2.0,1.0
5.39,8963,2182,3423,1,80.6,78.04,60.849999999999994,89.63,90.9,100.0,100.0,66.52000000000001,54.53985499999999,60.849999999999994,1568.7442713107241,59.621876,84.64999999999999,243.44527501952473,5.39,1.568744271310724,29.052099999999996,1,9.100971834920818,1.0,3.0,0.0
6.17,9927,2021,1884,10,61.0,65.29,72.55,99.27,98.95,62.8,0.0,98.2,72.02038499999999,0.0,932.2117763483425,97.48314,71.96166666666666,203.58617910748464,0.617,0.9322117763483424,38.0689,100,9.203114326884442,2.0,3.0,2.0
8.61,9988,1869,2708,8,68.8,82.91,90.85000000000001,99.88,93.45,90.26666666666667,22.22222222222222,87.76,90.74098,20.18888888888889,1448.9031567683253,87.65468800000001,80.73814814814814,187.12454945935124,1.07625,1.4489031567683253,74.1321,64,9.20923976653215,3.0,3.0,2.0
7.9,3433,1935,2849,5,69.2,70.39,98.5,34.33,96.75,94.96666666666667,55.55555555555556,87.03999999999999,33.81505,54.72222222222223,1472.3514211886304,29.880831999999995,77.85703703703702,563.6469560151471,1.58,1.4723514211886304,62.410000000000004,25,8.141481041457421,3.0,1.0,1.0
6.8,7307,2054,1887,3,65.5,74.61,82.0,73.07000000000001,97.3,62.9,77.77777777777779,93.7,59.91740000000001,63.777777777777786,918.6952288218112,68.46659000000001,81.12462962962962,281.1003147666621,2.2666666666666666,0.9186952288218111,46.239999999999995,9,8.896724917497897,2.0,2.0,0.0
7.93,3145,2687,1754,3,51.5,62.81,98.94999999999999,31.45,65.65,58.46666666666667,77.77777777777779,81.1,31.119774999999994,76.96111111111111,652.7726088574619,25.50595,68.89907407407406,854.3720190779014,2.643333333333333,0.6527726088574618,62.884899999999995,9,8.053887083618223,3.0,1.0,0.0
5.26,15339,1904,2645,5,63.9,79.87,58.9,100.0,95.2,88.16666666666667,55.55555555555556,96.58,58.9,32.72222222222222,1389.1806722689075,96.58,82.40037037037037,124.12803963752526,1.052,1.3891806722689075,27.667599999999997,25,9.638219074921247,1.0,4.0,1.0
7.05,3215,2021,2545,1,88.7,79.03,85.75,32.15,98.95,84.83333333333334,100.0,51.93999999999999,27.568624999999997,85.75,1259.2775853537853,16.698709999999995,75.6038888888889,628.6158631415242,7.05,1.2592775853537852,49.7025,1,8.075893630298857,3.0,1.0,0.0
7.22,4856,1654,1354,4,67.4,66.34,88.3,48.559999999999995,82.7,45.13333333333333,66.66666666666666,90.27999999999999,42.87847999999999,58.86666666666666,818.621523579202,43.83996799999999,70.27333333333333,340.60955518945633,1.805,0.8186215235792019,52.1284,16,8.488176242345745,3.0,1.0,1.0
6.3,4878,2287,1523,3,70.8,64.63,74.5,48.78,85.65,50.76666666666667,77.77777777777779,84.16000000000001,36.341100000000004,57.94444444444445,665.9379099256669,41.053248,70.27240740740741,468.83968839688396,2.1,0.6659379099256668,39.69,9,8.492695559815838,2.0,1.0,0.0
7.65,3510,2547,678,2,73.7,61.27,94.75,35.099999999999994,72.65,22.6,88.88888888888889,78.94,33.25724999999999,84.22222222222223,266.19552414605414,27.707939999999994,65.48814814814814,725.6410256410256,3.825,0.2661955241460542,58.52250000000001,4,8.163656176168432,3.0,1.0,0.0
5.83,12058,2650,2557,2,98.6,74.25,67.45,100.0,67.5,85.23333333333333,88.88888888888889,34.120000000000005,67.45,59.955555555555556,964.9056603773586,34.120000000000005,73.86537037037037,219.77110631945595,2.915,0.9649056603773585,33.9889,4,9.397566548103592,1.0,4.0,0.0
7.76,15267,2081,2043,4,72.1,81.36,96.39999999999999,100.0,95.95,68.10000000000001,66.66666666666666,81.82000000000001,96.4,64.26666666666665,981.7395482940894,81.82000000000001,84.82277777777777,136.3070675312766,1.94,0.9817395482940894,60.2176,16,9.63351441386512,3.0,4.0,1.0
7.83,6573,2230,2103,4,85.1,73.33,97.45,65.73,88.5,70.1,66.66666666666666,58.42000000000001,64.05388500000001,64.96666666666665,943.0493273542601,38.399466000000004,74.47777777777777,339.26669709417314,1.9575,0.9430493273542601,61.3089,16,8.790877754224164,3.0,2.0,1.0
3.0,4039,1939,1185,4,64.8,51.76,25.0,40.39,96.95,39.5,66.66666666666666,94.96000000000001,10.0975,16.666666666666664,611.1397627643115,38.354344000000005,60.57777777777778,480.06932409012137,0.75,0.6111397627643115,9.0,16,8.303999970955196,0.0,1.0,1.0
